Molecular Weight( g/mol),XLogP3-AA,Hydrogen Bond Donor Count,Hydrogen Bond Acceptor Count,Rotational bond count,Topological surface area( A^2),Heavy atom count,Complexity,LogS,DOSE,Microcrystalline Cellulose (Avicel),Mannitol,Magnesium Stearate,Talc,Weight(mg),"Bulk Density
(g/cc , gm/ml , gm/cm³) (Mean)","Tapped Density
(g/cc , gm/ml , gm/cm³) (Mean)","Carr’s Compressibility Index
(%) (Mean)",Hausner Ratio (Mean),Angle of Repose (°) (Mean),Sodium croscarmellose,Aspartame,Hydroxypropyl Cellulose (HPC),Gum,Chitosan,Sodium saccharin,Sodium lauryl sulfate(SLS),Sodium stearyl fumarate ,Polyvinylpyrrolidone (Crospovidone),Sodium starch glycolate,polyvinyl acetate,Lactose,Colloidal silicon dioxide (Aerosil),Citric acid,Menthol,B-cyclodextrin,Stevia leaf Powder ,Clove oil ,Starch,sodium bicarbonate (NaHCO3),Plantago ovata,Pharmaburst,parteck,Polyethylene Glycol,Eudragit EPO,Precirol,acesulfame potassium,Polacrilin Potassium,Acryflow-L,Indion,Lubritose,Sucralose,Silicon dioxide,Neotame,Sucrose,Ocimum sanctum seed powder,Agar,Calcium carbonate,Sodium Saccharine ,Prosolv ODT,Cellactose,Quinoline yellow lake,Aerosol,Sodium behenate,dibasic calcium phosphate,Mucilage powder,GNSP,Ludipress,Kaolin,Methyl paraben,Camphor,CPE,DISINTEGRATION_TIME
0.328771366,0.535315985,0.375,0.210526316,0.363636364,0.165558511,0.27027027,0.317567568,0.651404787,0.008512769,0.015098138,0.418950189,0,0.066666667,0.199084668,0,0,0,0,0,0,0,0,0,0,0.5,0,0.074074074,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62
0.113426508,0.29739777,0.5,0.157894737,0.227272727,0.231050532,0.108108108,0.109073359,0.850156087,0.002503756,0.015098138,0.42625746,0,0.066666667,0.199084668,0,0,0,0,0,0,0,0,0,0,0.5,0,0.074074074,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62
0.124053892,0.29739777,0.25,0.105263158,0.272727273,0.213430851,0.121621622,0.155405405,0.894901145,0.198798197,0.465525918,0,0.1,0.1,0.313501144,0.210843373,0.000452381,0.334606742,0.046070026,0.583643123,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62
0.185621092,0.524163569,0.25,0.105263158,0.227272727,0.098071809,0.162162162,0.159266409,0.74817898,0.073610416,0.050327126,0.305687492,0.1,0.066666667,0.201372998,0.401204819,0.000915476,0.300898876,0.046070026,0.647253201,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,62
0.184169264,0.539033457,0.125,0.157894737,0.045454545,0.185837766,0.175675676,0.306949807,0.66805411,0.038557837,0.115752391,0,0.066666667,0.066666667,0.056064073,0.25060241,0.000659524,0.277078652,0.0448682,0.422346138,0.055555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62
0.241661666,0.464684015,0.25,0.315789474,0.090909091,0.441489362,0.189189189,0.501930502,0.591050989,0.006509765,0.161046804,0.060893923,0.1,0.1,0.14187643,0.398192771,0.000878571,0.233483146,0.046831183,0.457476249,0.133333333,0,0,0,0,0,0,0,0.020547945,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.45
0.229079154,0.576208178,0,0.157894737,0.136363636,0.216422872,0.202702703,0.386100386,0.454734651,0.118678017,0,0.121787846,0.083333333,0.083333333,0.256292906,0.277108434,0.000654762,0.371235955,0.047672462,0,0,0,0,0,0,0,0,0,0.188356164,0,0,0.368655693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63
0.264600554,0.446096654,0.375,0.263157895,0.090909091,0.304521277,0.256756757,0.666988417,0.766909469,0,0,0.312385824,0.1,0,0.14187643,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058329445,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63
0.1576492,0.675650558,0,0.105263158,0.136363636,0.095079787,0.148648649,0.177606178,0.548387097,0.028542814,0.289380976,0.121787846,0.166666667,0.166666667,0.256292906,0.230722892,0.000482143,0.102382022,0.041983815,0.564849236,0.111111111,0,0,0,0,0,0,0,0,0,0,0.171467764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63
0.412783832,0.400557621,1,0.473684211,0.363636364,0.797207447,0.378378378,0.147683398,0.847034339,0.008512769,0.190739809,0.024357569,0.033333333,0.066666667,0.084668192,0,0,0,0,0,0.044444444,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63
0.165779438,0.483271375,0,0.052631579,0.090909091,0.121675532,0.175675676,0.314671815,0.632674298,0.006509765,0,0.067957618,0.053333333,0,0.084668192,0,0,0,0,0,0.333333333,0.678571429,0,0,0,0,0,0,0,0,0,0,0.194444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,63
0.118217542,0.659851301,0.125,0.105263158,0.136363636,0.113364362,0.121621622,0.166023166,0.643080125,0.198798197,0,0,0,0,0.307469108,0,0,0.306292135,0.045268809,0.716232962,0.106422222,0.060714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,63
0.180210612,0.511152416,0.125,0.263157895,0.181818182,0.355053191,0.162162162,0.324324324,0.592091571,0.098647972,0.459235028,0,0.083333333,0.083333333,0.256292906,0,0,0,0,0,0,0,0,0,0,0,0,0,0.085616438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63
0.165779438,0.483271375,0,0.052631579,0.090909091,0.121675532,0.175675676,0.314671815,0.632674298,0.006509765,0,0.092315187,0.053333333,0,0.084668192,0,0,0,0,0,0,0.678571429,0,0,0,0,0,0,0,0.2,0,0,0.194444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,63.33
0.850752047,0.492565056,0.5,1,0.818181818,1,0.783783784,0.624517375,0.563995838,0.038557837,0,0,0.1,0.1,0.199084668,0.457831325,0.001044048,0.330337079,0.046070026,0.485336638,0,0,0,0,0,0.4,0,0,0,0,0,0.507544582,0,0,0,0.055555556,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64
0.373003736,0.231412639,0.875,0.736842105,0.363636364,0.790558511,0.324324324,0.721042471,0.723204995,0.110465699,0.539255159,0,0.046666667,0.093333333,0.290617849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65
0.264019822,0.498141264,0.25,0.210526316,0.409090909,0.188829787,0.243243243,0.286679537,0.694068678,0.098647972,0,0,0.05,0,0.14187643,0,0,0,0,0,0,0.160714286,0,0,0,0,0,0,0.123287671,0,0,0.255486968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65
0.850752047,0.492565056,0.5,1,0.818181818,1,0.783783784,0.624517375,0.563995838,0.038557837,0,0,0.1,0.1,0.199084668,0.446987952,0.00102381,0.364044944,0.046070026,0.512185048,0,0,0,0,0,0.4,0,0,0,0.08,0,0.490397805,0,0,0,0.083333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65
0.299541222,0.399628253,0.125,0.315789474,0.5,0.335106383,0.283783784,0.439189189,0.75962539,0.018527792,0.226472068,0.048715138,0.066666667,0.333333333,0.199084668,0.424096386,0.000922619,0.205842697,0.044066982,0.453738125,0,0.357142857,0,0,0,0,0,0,0,0.04,0,0.185185185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65
0.527091117,0.412639405,0.625,0.736842105,0.545454545,0.820478723,0.5,0.922779923,0.578563996,0.27987982,0,0.336012666,0.266666667,0.2,0.656750572,0.355421687,0.000821429,0.314606742,0.046871244,0.660883932,0,1,0,0,0,0,0,0,0.293493151,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65
0.159933409,0.473977695,0.25,0.105263158,0.227272727,0.18018617,0.162162162,0.251930502,0.82830385,0.008512769,0.042778057,0,0.05,0,0.118993135,0.228915663,0.000630952,0.635955056,0.055684641,1,0,0.071428571,0,0,0,0,0,0,0.044520548,0,0,0.332647462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65
0.098811437,0.195167286,0.25,0.157894737,0.090909091,0.251662234,0.094594595,0.264478764,0.952133195,0.078617927,0.119526925,0,0.016666667,0.066666667,0.084668192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0.277777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65
0.208463191,0.213754647,0.5,0.368421053,0.318181818,0.780585106,0.148648649,0.342664093,0.814776275,0.038557837,0,0,0.166666667,0.166666667,0.256292906,0.36746988,0.000892857,0.419325843,0.048874289,0.623915737,0.055555556,0.178571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139990667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65
0.260729011,0.403345725,0.25,0.210526316,0.272727273,0.278590426,0.27027027,0.287644788,0.765868887,0.018527792,0,0.099866033,0.033333333,0,0.084668192,0,0,0,0,0,0,0.107142857,0,0,0,0,0,0,0.01369863,0,0,0.140603567,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65
0.544609845,0.421933086,1,0.684210526,0.954545455,0.710771277,0.527027027,0.226833977,0.856399584,0.048572859,0.080523402,0.304469614,0.066666667,0.133333333,0.199084668,0.307228916,0.00077381,0.269662921,0.04847368,0.651796778,0,0.142857143,0,0,0,0,0,0,0.04109589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65
0.170618866,0.594795539,0.125,0.157894737,0.090909091,0.254321809,0.162162162,0.297297297,0.625390219,0.158738107,0,0.09499452,0.066666667,0.066666667,0.113272311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006858711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65
0.168392729,0.678438662,0.25,0.105263158,0.181818182,0.153257979,0.135135135,0.183397683,0.555671176,0.098647972,0.289380976,0.012178785,0.133333333,0.2,0.199084668,0.321686747,0.000821429,0.457078652,0.054082205,0.445064023,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65
0.136713835,0.511152416,0.125,0.105263158,0.181818182,0.098071809,0.135135135,0.162162162,0.777315297,0.098647972,0.113236034,0,0.133333333,0.166666667,0.14187643,0.36746988,0.000809524,0.227865169,0.044066982,0.673688558,0,0,0,0,0,0.6,0,0,0,0,0,0.137174211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65
0.281441762,0.641263941,0.125,0.210526316,0.181818182,0.244348404,0.256756757,0.443050193,0.44640999,0.038557837,0.296930045,0.073072707,0.166666667,0.166666667,0.199084668,0.28313253,0.000738095,0.541573034,0.052840317,0.660264354,0.133333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,65
0.283048452,0.533457249,0.5,0.105263158,0.136363636,0.183178191,0.135135135,0.13996139,0.644120708,0.01352028,0.005032713,0.422603824,0,0.066666667,0.199084668,0,0,0,0,0,0,0,0,0,0,0.5,0,0.074074074,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66
0.159933409,0.473977695,0.25,0.105263158,0.227272727,0.18018617,0.162162162,0.251930502,0.82830385,0.003505258,0.075490689,0.043843624,0.05,0,0.14187643,0.34939759,0.000821429,0.298876404,0.042344363,0.755679471,0.222222222,0,0,0.05,0,1,0,0,0,0,0,0.228052126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66
0.196751776,0.446096654,0.25,0.210526316,0.545454545,0.188829787,0.189189189,0.158301158,0.807492196,0.038557837,0.150981379,0.243575691,0.066666667,0,0.199084668,0.240963855,0.00052381,0.204269663,0.044066982,0.628665841,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192307692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66
0.295572891,0.139405204,0.375,0.526315789,0.318181818,0.6875,0.256756757,0.608108108,0.791883455,0.278918378,0.327126321,0,0.133333333,0.133333333,0.450800915,0,0,0,0,0,0.111111111,0,0,0,0,0.4,0,0,0,0.8,0,0,0.5,0,0,0,0,0,0.163322445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66
0.850752047,0.492565056,0.5,1,0.818181818,1,0.783783784,0.624517375,0.563995838,0.038557837,0,0,0.1,0.1,0.199084668,0.460843373,0.001059524,0.370786517,0.046470635,0.508054523,0,0,0,0,0,0.4,0,0,0,0,0,0.524691358,0,0,0,0.027777778,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67
0.379875723,0.910780669,0.125,0.157894737,0.318181818,0.231715426,0.405405405,0.692084942,0.086368366,0.078617927,0,0,0.133333333,0.133333333,0.14187643,0.371686747,0.000858333,0.41011236,0.046470635,0.485336638,0,0,0,0,0,0.4,0,0,0,0,0,0.264060357,0,0,0,0,0,0,0.055996267,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67
0.527091117,0.412639405,0.625,0.736842105,0.545454545,0.820478723,0.5,0.922779923,0.578563996,0.048572859,0,0,0.008333333,0.008333333,0.027459954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0.073731139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67
0.196751776,0.446096654,0.25,0.210526316,0.545454545,0.188829787,0.189189189,0.158301158,0.807492196,0.038557837,0.150981379,0.248447205,0.066666667,0,0.199084668,0.240963855,0.000535714,0.249662921,0.0448682,0.693928129,0,0,0,0,0,0,0,0,0.04109589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192307692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67
0.239435529,0.408921933,0.25,0.263157895,0.318181818,0.355053191,0.216216216,0.41988417,0.664932362,0.198798197,0.145948666,0,0.166666667,0.166666667,0.199084668,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0.068493151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68
0.241758454,0.417286245,0.375,0.157894737,0.227272727,0.234042553,0.202702703,0.356177606,0.675338189,0.002503756,0.094363362,0.121787846,0.05,0,0.084668192,0,0,0,0,0,0,0.178571429,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68
0.185621092,0.524163569,0.25,0.105263158,0.227272727,0.098071809,0.162162162,0.159266409,0.74817898,0.073610416,0.176144942,0.174156619,0.1,0.066666667,0.201372998,0.376506024,0.00085,0.28,0.045669418,0.599545642,0,0,0,0,0,0,0,0,0.04109589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,68
0.184169264,0.539033457,0.125,0.157894737,0.045454545,0.185837766,0.175675676,0.306949807,0.66805411,0.038557837,0.103170609,0,0.066666667,0.066666667,0.056064073,0.290361446,0.000704762,0.301348315,0.046070026,0.477901694,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68
0.239338741,0.529739777,0.125,0.368421053,0.227272727,0.278922872,0.216216216,0.353281853,0.614984391,0.038557837,0.407649723,0,0,0.1,0.199084668,0.319277108,0.000761905,0.374157303,0.048073071,0.687938868,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0375,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.19
0.165779438,0.483271375,0,0.052631579,0.090909091,0.121675532,0.175675676,0.314671815,0.632674298,0.006509765,0,0.080136402,0.053333333,0,0.084668192,0,0,0,0,0,0.277777778,0.678571429,0,0,0,0,0,0,0,0,0,0,0.194444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,68.66
0.328771366,0.535315985,0.375,0.210526316,0.363636364,0.165558511,0.27027027,0.317567568,0.651404787,0.008512769,0,0.418950189,0,0.066666667,0.199084668,0,0,0,0,0,0,0,0,0,0,0.5,0,0.074074074,0.04109589,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69
0.113426508,0.29739777,0.5,0.157894737,0.227272727,0.231050532,0.108108108,0.109073359,0.850156087,0.002503756,0,0.42625746,0,0.066666667,0.199084668,0,0,0,0,0,0,0,0,0,0,0.5,0,0.074074074,0.04109589,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69
0.850752047,0.492565056,0.5,1,0.818181818,1,0.783783784,0.624517375,0.563995838,0.038557837,0,0,0.1,0.1,0.199084668,0.445783133,0.001041667,0.37258427,0.047271853,0.549359769,0,0,0,0,0,0.4,0,0,0,0.08,0,0.507544582,0,0,0,0.055555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69
0.230627771,0.418215613,0.375,0.210526316,0.090909091,0.304521277,0.22972973,0.588803089,0.783558793,0.098647972,0,0.134697357,0.016666667,0,0.09610984,0.273493976,0.000697619,0.503505618,0.051638491,0.882011565,0,0.007142857,0,0,0,0,0,0,0,0.03,0,0,0.027777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69
0.180210612,0.511152416,0.125,0.263157895,0.181818182,0.355053191,0.162162162,0.324324324,0.592091571,0.198798197,0,0.22896115,0.1,0.1,0.313501144,0,0,0,0,0,0,0.214285714,0,0,0,0,0,0,0,0,0,0.322359396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69
0.22462688,0.669144981,0.25,0.210526316,0.318181818,0.240691489,0.189189189,0.286679537,0.550468262,0.198798197,0,0.175374498,0,0.166666667,0.199084668,0.21686747,0.000666667,0.528539326,0.049675507,0.743494424,0,0.357142857,0.093333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69
0.544609845,0.421933086,1,0.684210526,0.954545455,0.710771277,0.527027027,0.226833977,0.856399584,0.198798197,0,0.22896115,0.1,0.1,0.313501144,0,0,0,0,0,0.222222222,0.214285714,0,0,0,0,0,0,0,0,0,0.137174211,0,0,0,0,0,0,0.15865609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69
0.180210612,0.511152416,0.125,0.263157895,0.181818182,0.355053191,0.162162162,0.324324324,0.592091571,0.098647972,0.484398591,0,0.083333333,0.083333333,0.256292906,0,0,0,0,0,0.027777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69
0.229079154,0.576208178,0,0.157894737,0.136363636,0.216422872,0.202702703,0.386100386,0.454734651,0.118678017,0,0.121787846,0.083333333,0.083333333,0.256292906,0.271084337,0.000642857,0.374382022,0.048073071,0,0.111111111,0,0,0,0,0,0,0,0.119863014,0,0,0.368655693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70
0.176348749,0.492565056,0.375,0.263157895,0.272727273,0.286236702,0.175675676,0.227799228,0.636836629,0.198798197,0.163563161,0.048715138,0.083333333,0,0.201372998,0.224698795,0.00047619,0.275505618,0,0.491738951,0,0.107142857,0,0,0,0,0,0,0,0.075,0,0,0.138888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70
0.185621092,0.524163569,0.25,0.105263158,0.227272727,0.098071809,0.162162162,0.159266409,0.74817898,0.073610416,0.100654253,0.25210084,0.1,0.066666667,0.201372998,0.354216867,0.00085,0.396404494,0.04847368,0.599545642,0.044444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,70
0.168392729,0.678438662,0.25,0.105263158,0.181818182,0.153257979,0.135135135,0.183397683,0.555671176,0.098647972,0.31454454,0.012178785,0.133333333,0.2,0.199084668,0.313855422,0.000809524,0.474157303,0.052880378,0.459314333,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70
0.281441762,0.641263941,0.125,0.210526316,0.181818182,0.244348404,0.256756757,0.443050193,0.44640999,0.038557837,0.296930045,0.073072707,0.166666667,0.166666667,0.199084668,0.31626506,0.000746429,0.364044944,0.047832706,0.54708798,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,70
0.180210612,0.511152416,0.125,0.263157895,0.181818182,0.355053191,0.162162162,0.324324324,0.592091571,0.098647972,0.364871666,0,0.083333333,0.083333333,0.256292906,0,0,0,0,0,0.555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70
0.241661666,0.464684015,0.25,0.315789474,0.090909091,0.441489362,0.189189189,0.501930502,0.591050989,0.006509765,0.161046804,0.060893923,0.1,0.1,0.14187643,0.410843373,0.000914286,0.251910112,0.045228748,0.496571665,0.027777778,0,0,0,0,0,0,0,0.085616438,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.46
0.264019822,0.498141264,0.25,0.210526316,0.409090909,0.188829787,0.243243243,0.286679537,0.694068678,0.098647972,0,0,0.05,0,0.14187643,0,0,0,0,0,0,0.160714286,0,0,0,0,0,0,0.092465753,0.045,0,0.255486968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.8
0.327997058,0.720260223,0.125,0.263157895,0.363636364,0.247672872,0.297297297,0.397683398,0.346514048,0.048572859,0.113236034,0.192424796,0.1,0.066666667,0.196796339,0.307228916,0.000714286,0.337078652,0.046871244,0.52189178,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0.133333333,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71
0.159933409,0.473977695,0.25,0.105263158,0.227272727,0.18018617,0.162162162,0.251930502,0.82830385,0.008512769,0.046049321,0,0.05,0,0.118993135,0.218072289,0.000577381,0.56988764,0.053280987,0.838703015,0,0.071428571,0,0,0,0,0,0,0.035616438,0,0,0.332647462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71
